Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
15000.00,2013-01-07,credit_card,653,29.35%,852xx,AZ,< 1 year,0
7000.00,2013-01-07,other,727,19.54%,600xx,IL,< 1 year,0
5000.00,2013-01-07,other,629,6.92%,331xx,FL,< 1 year,0
20000.00,2013-01-07,major_purchase,627,14.66%,828xx,WY,< 1 year,0
1000.00,2013-01-07,other,0,6.67%,806xx,CO,< 1 year,0
12000.00,2013-01-07,debt_consolidation,583,21.23%,705xx,LA,< 1 year,0
10000.00,2013-01-07,debt_consolidation,569,14.94%,212xx,MD,< 1 year,0
1000.00,2013-01-07,debt_consolidation,551,3.64%,314xx,GA,4 years,0
35000.00,2013-01-07,Successful loan,699,17.61%,302xx,GA,n/a,0
6000.00,2013-01-07,debt_consolidation,658,19.19%,945xx,CA,< 1 year,0
25000.00,2013-01-07,small_business,680,23.2%,917xx,CA,< 1 year,0
30000.00,2013-01-07,car,548,0.59%,082xx,NJ,< 1 year,0
30000.00,2013-01-07,house,674,25.22%,433xx,OH,< 1 year,0
5500.00,2013-01-07,debt_consolidation,588,33.74%,149xx,NY,< 1 year,0
17000.00,2013-01-07,debt_consolidation,714,6.49%,195xx,PA,< 1 year,0
3500.00,2013-01-07,home fix it,788,16.57%,333xx,FL,10+ years,0
1000.00,2013-01-07,debt_consolidation,627,12.84%,080xx,NJ,< 1 year,0
15000.00,2013-01-07,home_improvement,714,21.92%,455xx,OH,< 1 year,0
11000.00,2013-01-07,refinance,679,23.1%,952xx,CA,10+ years,0
3000.00,2013-01-07,wedding,566,13.33%,930xx,CA,< 1 year,0
20500.00,2013-01-07,debt_consolidation,657,35.91%,921xx,CA,6 years,0
5000.00,2013-01-07,debt_consolidation,657,51.36%,920xx,CA,< 1 year,0
5000.00,2013-01-07,debt_consolidation,748,32.97%,967xx,HI,< 1 year,0
3500.00,2013-01-07,vacation,653,20.14%,191xx,PA,< 1 year,0
6000.00,2013-01-07,debt_consolidation,600,13.55%,945xx,CA,< 1 year,0
35000.00,2013-01-07,debt_consolidation,674,39.82%,919xx,CA,< 1 year,0
12000.00,2013-01-07,credit_card,625,10.89%,750xx,TX,< 1 year,0
30000.00,2013-01-07,major_purchase,623,1.64%,980xx,WA,< 1 year,0
17000.00,2013-01-07,debt_consolidation,634,4.87%,902xx,CA,< 1 year,0
1000.00,2013-01-07,car,0,0%,245xx,VA,< 1 year,0
3000.00,2013-01-07,credit_card,654,13.28%,554xx,MN,< 1 year,0
15000.00,2013-01-07,Debt consolidation,697,17.04%,911xx,CA,5 years,0
35000.00,2013-01-07,debt_consolidation,663,27.25%,800xx,CO,< 1 year,0
26725.00,2013-01-07,debt_consolidation,639,27.34%,857xx,AZ,< 1 year,0
2000.00,2013-01-07,major_purchase,0,0%,068xx,CT,< 1 year,0
6000.00,2013-01-07,credit_card,599,11.67%,182xx,PA,< 1 year,0
15000.00,2013-01-07,credit_card,718,3.96%,924xx,CA,< 1 year,0
7500.00,2013-01-07,credit_card,617,36.01%,193xx,PA,< 1 year,0
10000.00,2013-01-07,other,675,44.99%,953xx,CA,< 1 year,0
13000.00,2013-01-07,credit_card,668,31.09%,846xx,UT,< 1 year,0
1800.00,2013-01-07,bike,725,9.87%,807xx,CO,1 year,0
16000.00,2013-01-07,debt_consolidation,688,24.17%,076xx,NJ,< 1 year,0
5000.00,2013-01-07,other,618,7.49%,605xx,IL,< 1 year,0
2500.00,2013-01-07,other,596,22.54%,323xx,FL,< 1 year,0
25000.00,2013-01-07,debt_consolidation,630,43.16%,761xx,TX,< 1 year,0
5000.00,2013-01-07,other,640,0%,180xx,PA,< 1 year,0
35000.00,2013-01-07,Basement Remodel,680,13.16%,451xx,OH,3 years,0
17000.00,2013-01-07,credit card payoff,709,6.02%,968xx,HI,4 years,0
35000.00,2013-01-07,Lending Club 2013,704,31.24%,075xx,NJ,7 years,0
15000.00,2013-01-07,Debt consolidation,687,8.31%,070xx,NJ,< 1 year,0
6000.00,2013-01-07,debt_consolidation,678,24.76%,331xx,FL,< 1 year,0
35000.00,2013-01-07,marketing and expansion,686,1.87%,451xx,OH,10+ years,0
35000.00,2013-01-07,other,0,21.91%,604xx,IL,< 1 year,0
35000.00,2013-01-07,debt_consolidation,,-1%,770xx,TX,< 1 year,0
10000.00,2013-01-07,debt_consolidation,638,37.43%,450xx,OH,< 1 year,0
1500.00,2013-01-07,debt_consolidation,582,36.29%,287xx,NC,< 1 year,0
5000.00,2013-01-07,small_business,0,0%,335xx,FL,< 1 year,0
1000.00,2013-01-07,other,510,19.3%,778xx,TX,< 1 year,0
5000.00,2013-01-07,credit_card,606,13.61%,300xx,GA,< 1 year,0
5000.00,2013-01-07,credit_card,660,28.59%,925xx,CA,< 1 year,0
35000.00,2013-01-07,LENDING CLUB,661,8.92%,113xx,NY,10+ years,0
25000.00,2013-01-07,debt_consolidation,684,26.25%,290xx,SC,< 1 year,0
30000.00,2013-01-07,major_purchase,674,143.89%,968xx,HI,2 years,0
5000.00,2013-01-07,Personal Loan,833,0.9%,940xx,CA,8 years,0
4200.00,2013-01-07,debt_consolidation,563,4.56%,100xx,NY,< 1 year,0
13000.00,2013-01-07,debt_consolidation,583,41.5%,415xx,KY,< 1 year,0
3000.00,2013-01-07,debt_consolidation,0,0%,342xx,FL,< 1 year,0
30000.00,2013-01-07,debt_consolidation,642,13.56%,985xx,WA,< 1 year,0
4700.00,2013-01-07,debt_consolidation,677,36.25%,731xx,OK,< 1 year,0
5000.00,2013-01-07,Balance and Simplification,661,21.28%,940xx,CA,10+ years,0
22000.00,2013-01-07,debt_consolidation,665,16.68%,980xx,WA,< 1 year,0
2000.00,2013-01-07,car,584,20328.96%,725xx,AR,< 1 year,0
10000.00,2013-01-07,debt_consolidation,590,14.43%,844xx,UT,< 1 year,0
28650.00,2013-01-07,debt_consolidation,753,39.98%,949xx,CA,1 year,0
15000.00,2013-01-07,debt_consolidation,732,25.17%,325xx,FL,5 years,0
10000.00,2013-01-07,small_business,638,24.62%,953xx,CA,< 1 year,0
9000.00,2013-01-07,car,611,7.89%,920xx,CA,< 1 year,0
25000.00,2013-01-07,Personal,663,15.63%,945xx,CA,n/a,0
5000.00,2013-01-07,debt_consolidation,667,513.59%,950xx,CA,< 1 year,0
7000.00,2013-01-07,debt_consolidation,608,16.51%,540xx,WI,< 1 year,0
6000.00,2013-01-07,vacation,579,19.89%,922xx,CA,< 1 year,0
5000.00,2013-01-07,Credit card refinancing,699,10.75%,960xx,CA,4 years,0
16000.00,2013-01-07,debt_consolidation,648,35.77%,786xx,TX,< 1 year,0
3000.00,2013-01-07,other,,-1%,018xx,MA,< 1 year,0
7600.00,2013-01-07,credit_card,599,8.11%,945xx,CA,< 1 year,0
1500.00,2013-01-07,CAR REPARATION ,665,32.24%,330xx,FL,5 years,0
35000.00,2013-01-07,debt_consolidation,711,32.62%,967xx,HI,< 1 year,0
16000.00,2013-01-07,debt_consolidation,686,47.97%,953xx,CA,< 1 year,0
10000.00,2013-01-07,other,667,19.65%,900xx,CA,< 1 year,0
9000.00,2013-01-07,debt_consolidation,656,12.09%,895xx,NV,< 1 year,0
5800.00,2013-01-07,debt_consolidation,621,48.23%,648xx,MO,< 1 year,0
6000.00,2013-01-07,other,468,2.16%,294xx,SC,< 1 year,0
10000.00,2013-01-07,debt_consolidation,681,23.71%,328xx,FL,< 1 year,0
7500.00,2013-01-07,debt_consolidation,646,9.58%,852xx,AZ,< 1 year,0
8000.00,2013-01-07,credit_card,657,3.65%,941xx,CA,< 1 year,0
2500.00,2013-01-07,credit_card,657,7.5%,606xx,IL,< 1 year,0
6000.00,2013-01-07,small_business,0,0%,152xx,PA,< 1 year,0
1000.00,2013-01-07,moving,0,0%,781xx,TX,< 1 year,0
3500.00,2013-01-07,car,0,0%,432xx,OH,< 1 year,0
25000.00,2013-01-07,Finish,776,16.93%,302xx,GA,n/a,0
25000.00,2013-01-07,wedding,618,8.71%,210xx,MD,< 1 year,0
35000.00,2013-01-07,debt_consolidation,636,57.85%,601xx,IL,< 1 year,0
2000.00,2013-01-07,moving,548,10.08%,151xx,PA,< 1 year,0
5000.00,2013-01-07,other,589,13.86%,657xx,MO,3 years,0
25000.00,2013-01-07,grow,814,11.16%,302xx,GA,10+ years,0
5000.00,2013-01-07,small_business,507,21.72%,920xx,CA,< 1 year,0
12000.00,2013-01-07,debt_consolidation,621,17.91%,760xx,TX,< 1 year,0
5000.00,2013-01-07,debt_consolidation,571,9.75%,957xx,CA,< 1 year,0
20000.00,2013-01-07,debt_consolidation,716,28.67%,125xx,NY,6 years,0
6000.00,2013-01-07,medical,468,6.35%,294xx,SC,< 1 year,0
20000.00,2013-01-07,debt_consolidation,656,36.81%,917xx,CA,< 1 year,0
1500.00,2013-01-07,major_purchase,623,11.55%,606xx,IL,< 1 year,0
5000.00,2013-01-08,debt_consolidation,571,15.18%,770xx,TX,< 1 year,0
13325.00,2013-01-08,debt_consolidation,656,43.6%,804xx,CO,< 1 year,0
1000.00,2013-01-08,major_purchase,525,9.62%,208xx,MD,< 1 year,0
6500.00,2013-01-08,debt_consolidation,461,9.41%,576xx,SD,< 1 year,0
23000.00,2013-01-08,debt_consolidation,657,33.52%,023xx,MA,< 1 year,0
7500.00,2013-01-08,moving,663,8.03%,612xx,IL,< 1 year,0
9000.00,2013-01-08,debt_consolidation,613,11.63%,222xx,VA,< 1 year,0
35000.00,2013-01-08,home_improvement,629,16.8%,786xx,TX,< 1 year,0
5000.00,2013-01-08,debt_consolidation,611,7.59%,176xx,PA,< 1 year,0
30000.00,2013-01-08,major_purchase,647,8.47%,926xx,CA,6 years,0
10000.00,2013-01-08,small_business,621,13.47%,323xx,FL,< 1 year,0
30000.00,2013-01-08,major_purchase,647,8.47%,926xx,CA,6 years,0
30000.00,2013-01-08,major_purchase,647,8.47%,926xx,CA,6 years,0
30000.00,2013-01-08,major_purchase,647,8.47%,926xx,CA,6 years,0
4000.00,2013-01-08,debt_consolidation,622,1460.4%,140xx,NY,< 1 year,0
28000.00,2013-01-08,debt_consolidation,659,28.08%,939xx,CA,< 1 year,0
5000.00,2013-01-08,other,624,18.67%,980xx,WA,< 1 year,0
4000.00,2013-01-08,other,645,22.5%,913xx,CA,< 1 year,0
15000.00,2013-01-08,small_business,590,57.05%,415xx,KY,< 1 year,0
10000.00,2013-01-08,small_business,533,9.79%,303xx,GA,< 1 year,0
2000.00,2013-01-08,debt_consolidation,612,24.08%,980xx,WA,< 1 year,0
7000.00,2013-01-08,major_purchase,612,4.89%,641xx,MO,< 1 year,0
15000.00,2013-01-08,debt_consolidation,655,6.64%,481xx,MI,10+ years,0
10000.00,2013-01-08,debt_consolidation,610,16.12%,151xx,PA,< 1 year,0
8000.00,2013-01-08,major_purchase,0,5.46%,462xx,IN,< 1 year,0
3000.00,2013-01-08,moving,,-1%,365xx,AL,< 1 year,0
35000.00,2013-01-08,debt_consolidation,715,61.9%,301xx,GA,< 1 year,0
5000.00,2013-01-08,debt_consolidation,649,41.28%,760xx,TX,< 1 year,0
5000.00,2013-01-08,debt_consolidation,598,53.39%,744xx,OK,< 1 year,0
2000.00,2013-01-08,other,529,231.77%,934xx,CA,< 1 year,0
7500.00,2013-01-08,credit_card,610,19.76%,928xx,CA,< 1 year,0
2000.00,2013-01-08,other,0,0%,946xx,CA,< 1 year,0
10000.00,2013-01-08,credit_card,620,32.25%,168xx,PA,< 1 year,0
3000.00,2013-01-08,car,0,2.27%,019xx,MA,< 1 year,0
35000.00,2013-01-08,debt_consolidation,,-1%,537xx,WI,< 1 year,0
5000.00,2013-01-08,car,601,10.21%,480xx,MI,< 1 year,0
6000.00,2013-01-08,other,516,0.53%,431xx,OH,< 1 year,0
2000.00,2013-01-08,small_business,632,8.38%,923xx,CA,< 1 year,0
15000.00,2013-01-08,debt_consolidation,658,20.27%,410xx,KY,< 1 year,0
1000.00,2013-01-08,debt_consolidation,632,6.6%,482xx,MI,< 1 year,0
30000.00,2013-01-08,Business,701,16.41%,302xx,GA,5 years,0
2000.00,2013-01-08,debt_consolidation,0,0%,611xx,IL,< 1 year,0
15000.00,2013-01-08,debt_consolidation,570,62.58%,035xx,NH,< 1 year,0
2500.00,2013-01-08,moving,604,12.67%,339xx,FL,< 1 year,0
15000.00,2013-01-08,other,687,3.25%,786xx,TX,< 1 year,0
30000.00,2013-01-08,debt_consolidation,634,42.17%,083xx,NJ,< 1 year,0
7000.00,2013-01-08,credit_card,687,88.44%,342xx,FL,< 1 year,0
5000.00,2013-01-08,debt_consolidation,628,22.6%,206xx,MD,< 1 year,0
16000.00,2013-01-08,debt_consolidation,619,29.5%,201xx,VA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,657,49.36%,404xx,KY,< 1 year,0
10000.00,2013-01-08,debt_consolidation,665,12.21%,190xx,PA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,674,64.35%,181xx,PA,1 year,0
20000.00,2013-01-08,debt_consolidation,658,20.59%,208xx,MD,< 1 year,0
7500.00,2013-01-08,debt_consolidation,670,6.01%,132xx,NY,< 1 year,0
4000.00,2013-01-08,car,690,7.41%,958xx,CA,< 1 year,0
8000.00,2013-01-08,debt_consolidation,638,12.18%,010xx,MA,< 1 year,0
3000.00,2013-01-08,other,626,2.4%,995xx,AK,< 1 year,0
10000.00,2013-01-08,debt_consolidation,620,7.75%,920xx,CA,< 1 year,0
1500.00,2013-01-08,house,0,0%,307xx,GA,< 1 year,0
7000.00,2013-01-08,debt_consolidation,707,14.39%,066xx,CT,< 1 year,0
20000.00,2013-01-08,small_business,0,8.14%,890xx,NV,< 1 year,0
2500.00,2013-01-08,car,619,14.86%,359xx,AL,< 1 year,0
12000.00,2013-01-08,other,631,5.28%,996xx,AK,< 1 year,0
15000.00,2013-01-08,credit_card,616,19.3%,458xx,OH,< 1 year,0
12000.00,2013-01-08,credit_card,671,49.36%,968xx,HI,< 1 year,0
10000.00,2013-01-08,debt_consolidation,577,2.49%,670xx,KS,< 1 year,0
19000.00,2013-01-08,debt_consolidation,709,38.16%,322xx,FL,< 1 year,0
20000.00,2013-01-08,debt_consolidation,639,31.8%,210xx,MD,< 1 year,0
30000.00,2013-01-08,debt_consolidation,657,14.83%,210xx,MD,< 1 year,0
3500.00,2013-01-08,debt_consolidation,616,9.16%,106xx,NY,< 1 year,0
35000.00,2013-01-08,business,669,23.2%,330xx,FL,2 years,0
5000.00,2013-01-08,debt_consolidation,645,22.14%,921xx,CA,< 1 year,0
20000.00,2013-01-08,house,609,19.82%,109xx,NY,< 1 year,0
10000.00,2013-01-08,credit_card,663,16.97%,802xx,CO,< 1 year,0
10000.00,2013-01-08,car,542,63.23%,410xx,KY,< 1 year,0
35000.00,2013-01-08,debt_consolidation,633,13%,981xx,WA,< 1 year,0
5000.00,2013-01-08,debt_consolidation,565,16.79%,900xx,CA,< 1 year,0
15000.00,2013-01-08,debt_consolidation,648,25.73%,460xx,IN,1 year,0
1000.00,2013-01-08,other,426,14.74%,465xx,IN,< 1 year,0
5000.00,2013-01-08,other,565,17.72%,300xx,GA,< 1 year,0
10000.00,2013-01-08,credit_card,691,31.02%,750xx,TX,< 1 year,0
35000.00,2013-01-08,debt_consolidation,522,14%,451xx,OH,< 1 year,0
30000.00,2013-01-08,debt_consolidation,649,21.99%,770xx,TX,< 1 year,0
35000.00,2013-01-08,other,675,27.77%,290xx,SC,< 1 year,0
2000.00,2013-01-08,medical,622,50.85%,446xx,OH,< 1 year,0
26000.00,2013-01-08,credit_card,655,22.66%,287xx,NC,< 1 year,0
28000.00,2013-01-08,Home improvement,665,23.53%,290xx,SC,5 years,0
5000.00,2013-01-08,debt_consolidation,669,10.8%,151xx,PA,< 1 year,0
8500.00,2013-01-08,credit_card,636,6.14%,606xx,IL,< 1 year,0
5600.00,2013-01-08,car,518,220.8%,482xx,MI,< 1 year,0
20000.00,2013-01-08,Credit card refinancing,665,24.31%,553xx,MN,2 years,0
16300.00,2013-01-08,debt_consolidation,663,50.61%,109xx,NY,< 1 year,0
3000.00,2013-01-08,major_purchase,570,6.4%,331xx,FL,< 1 year,0
1000.00,2013-01-08,other,577,0%,475xx,IN,< 1 year,0
2500.00,2013-01-08,credit_card,608,31%,328xx,FL,< 1 year,0
3000.00,2013-01-08,vacation,513,5.6%,331xx,FL,< 1 year,0
8000.00,2013-01-08,credit_card,619,14.36%,921xx,CA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,657,19.37%,629xx,IL,< 1 year,0
10000.00,2013-01-08,debt_consolidation,661,35.66%,331xx,FL,< 1 year,0
25000.00,2013-01-08,debt_consolidation,540,12.82%,920xx,CA,< 1 year,0
2000.00,2013-01-08,debt_consolidation,615,29.28%,421xx,KY,< 1 year,0
20000.00,2013-01-08,house,584,1.68%,199xx,DE,< 1 year,0
26775.00,2013-01-08,debt_consolidation,665,38.63%,398xx,GA,< 1 year,0
5000.00,2013-01-08,debt_consolidation,630,15.96%,809xx,CO,< 1 year,0
15000.00,2013-01-08,debt_consolidation,501,13.18%,103xx,NY,< 1 year,0
15000.00,2013-01-08,credit_card,657,10.59%,112xx,NY,< 1 year,0
5000.00,2013-01-08,debt_consolidation,622,17.69%,117xx,NY,< 1 year,0
10000.00,2013-01-08,medical,664,0.86%,331xx,FL,< 1 year,0
30000.00,2013-01-08,debt_consolidation,676,43.62%,283xx,NC,< 1 year,0
20000.00,2013-01-08,wedding,0,0%,303xx,GA,< 1 year,0
3000.00,2013-01-08,debt_consolidation,601,12.72%,331xx,FL,< 1 year,0
35000.00,2013-01-08,credit_card,0,-1%,276xx,NC,< 1 year,0
3500.00,2013-01-08,debt_consolidation,694,30.47%,064xx,CT,< 1 year,0
1500.00,2013-01-08,debt_consolidation,718,15.09%,300xx,GA,2 years,0
1000.00,2013-01-08,other,0,0%,341xx,FL,< 1 year,0
25000.00,2013-01-08,debt_consolidation,678,40.02%,291xx,SC,< 1 year,0
29000.00,2013-01-08,debt_consolidation,672,49.69%,141xx,NY,< 1 year,0
10000.00,2013-01-08,debt_consolidation,634,8.85%,860xx,NV,< 1 year,0
5000.00,2013-01-08,other,578,51.59%,270xx,NC,< 1 year,0
11375.00,2013-01-08,debt_consolidation,681,40.86%,462xx,IN,< 1 year,0
30000.00,2013-01-08,debt_consolidation,696,15.34%,434xx,OH,10+ years,0
10000.00,2013-01-08,credit_card,683,40.38%,328xx,FL,< 1 year,0
15000.00,2013-01-08,wedding,601,39.67%,339xx,FL,< 1 year,0
15000.00,2013-01-08,credit_card,658,11.55%,278xx,NC,< 1 year,0
15000.00,2013-01-08,bill pay,695,26.2%,223xx,VA,4 years,0
2500.00,2013-01-08,debt_consolidation,568,5.02%,200xx,DC,< 1 year,0
15000.00,2013-01-08,debt_consolidation,642,25.91%,200xx,DC,< 1 year,0
15000.00,2013-01-08,home_improvement,476,0.47%,703xx,LA,< 1 year,0
20000.00,2013-01-08,small_business,714,34.52%,086xx,NJ,< 1 year,0
5000.00,2013-01-08,debt_consolidation,0,0%,112xx,NY,< 1 year,0
3000.00,2013-01-08,car,0,0%,750xx,TX,< 1 year,0
35000.00,2013-01-08,small_business,527,18.94%,339xx,FL,< 1 year,0
24350.00,2013-01-08,debt_consolidation,620,35.23%,346xx,FL,3 years,0
5000.00,2013-01-08,other,560,12.2%,066xx,CT,< 1 year,0
15000.00,2013-01-08,debt_consolidation,668,38.42%,207xx,MD,< 1 year,0
10000.00,2013-01-08,major_purchase,638,13.4%,078xx,NJ,< 1 year,0
3000.00,2013-01-08,debt_consolidation,693,4.08%,871xx,NM,< 1 year,0
4000.00,2013-01-08,other,540,82.38%,078xx,NJ,< 1 year,0
35000.00,2013-01-08,CONSOLIDATE,681,30.54%,368xx,AL,n/a,0
2175.00,2013-01-08,major_purchase,788,42.16%,444xx,AK,< 1 year,0
35000.00,2013-01-08,house,0,0%,208xx,MD,< 1 year,0
15000.00,2013-01-08,debt_consolidation,683,31.04%,207xx,MD,< 1 year,0
35000.00,2013-01-08,The Loan ,685,21.63%,087xx,NJ,3 years,0
12500.00,2013-01-08,credit_card,0,-1%,277xx,NC,< 1 year,0
25000.00,2013-01-08,major_purchase,628,1.58%,320xx,FL,< 1 year,0
6000.00,2013-01-08,credit_card,667,3.55%,064xx,CT,< 1 year,0
35000.00,2013-01-08,credit_card,637,72.47%,452xx,OH,< 1 year,0
5000.00,2013-01-08,debt_consolidation,658,6.68%,207xx,MD,< 1 year,0
5000.00,2013-01-08,debt_consolidation,609,37.66%,331xx,FL,< 1 year,0
12000.00,2013-01-08,major_purchase,685,7.38%,481xx,MI,1 year,0
10000.00,2013-01-08,debt_consolidation,655,10.75%,333xx,FL,< 1 year,0
3000.00,2013-01-08,major_purchase,529,15.06%,287xx,NC,< 1 year,0
2500.00,2013-01-08,debt_consolidation,518,43.68%,853xx,AZ,< 1 year,0
2175.00,2013-01-08,major_purchase,558,1.55%,982xx,WA,< 1 year,0
8000.00,2013-01-08,debt_consolidation,698,53.05%,333xx,FL,< 1 year,0
1000.00,2013-01-08,other,596,45.97%,606xx,IL,< 1 year,0
35000.00,2013-01-08,debt_consolidation,686,42.48%,305xx,GA,< 1 year,0
3000.00,2013-01-08,debt_consolidation,674,32.43%,660xx,KS,< 1 year,0
8500.00,2013-01-08,debt_consolidation,652,15.23%,074xx,NJ,< 1 year,0
15000.00,2013-01-08,credit_card,752,35.6%,764xx,TX,< 1 year,0
5000.00,2013-01-08,debt_consolidation,681,8.37%,011xx,MA,< 1 year,0
10000.00,2013-01-08,credit_card,671,33.48%,273xx,NC,< 1 year,0
3700.00,2013-01-08,credit_card,617,24.5%,494xx,MI,< 1 year,0
12000.00,2013-01-08,debt_consolidation,663,46.25%,350xx,AL,< 1 year,0
30000.00,2013-01-08,debt_consolidation,615,47.04%,294xx,SC,< 1 year,0
22000.00,2013-01-08,credit_card,668,41.97%,078xx,NJ,< 1 year,0
20000.00,2013-01-08,debt_consolidation,627,13.74%,220xx,VA,< 1 year,0
16000.00,2013-01-08,debt_consolidation,700,10.94%,324xx,FL,< 1 year,0
1500.00,2013-01-08,other,505,90.96%,700xx,LA,< 1 year,0
11000.00,2013-01-08,debt_consolidation,623,6.86%,600xx,IL,< 1 year,0
7000.00,2013-01-08,debt_consolidation,661,14.99%,252xx,WV,< 1 year,0
30000.00,2013-01-08,debt_consolidation,684,40.2%,211xx,MD,< 1 year,0
17200.00,2013-01-08,debt_consolidation,692,35.66%,241xx,VA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,630,33.28%,950xx,CA,< 1 year,0
35000.00,2013-01-08,small_business,678,20.16%,601xx,IL,< 1 year,0
30000.00,2013-01-08,home_improvement,656,33.83%,220xx,VA,< 1 year,0
25000.00,2013-01-08,credit_card,678,35.84%,224xx,VA,< 1 year,0
35000.00,2013-01-08,debt_consolidation,556,58.68%,807xx,CO,< 1 year,0
25000.00,2013-01-08,other,641,37.8%,288xx,NC,< 1 year,0
35000.00,2013-01-08,Home,677,17.6%,333xx,FL,n/a,0
25000.00,2013-01-08,debt_consolidation,676,15.95%,070xx,NJ,< 1 year,0
6000.00,2013-01-08,credit_card,697,80.31%,442xx,OH,< 1 year,0
25000.00,2013-01-08,Credit card refinancing,674,5.83%,154xx,PA,10+ years,0
8000.00,2013-01-08,debt_consolidation,684,284.62%,809xx,CO,< 1 year,0
7500.00,2013-01-08,home_improvement,635,9.86%,275xx,NC,< 1 year,0
10000.00,2013-01-08,Credit Card Debt Refinance,663,18.1%,070xx,NJ,< 1 year,0
10000.00,2013-01-08,New Loan,665,12.62%,214xx,MD,3 years,0
27700.00,2013-01-08,debt_consolidation,669,18.56%,191xx,PA,10+ years,0
20000.00,2013-01-08,debt_consolidation,648,15.71%,296xx,SC,< 1 year,0
2000.00,2013-01-08,debt_consolidation,0,0%,701xx,LA,< 1 year,0
2000.00,2013-01-08,debt_consolidation,665,16.08%,023xx,MA,< 1 year,0
20000.00,2013-01-08,debt_consolidation,743,17.79%,980xx,WA,< 1 year,0
35000.00,2013-01-08,debt_consolidation,664,36.94%,146xx,NY,< 1 year,0
6000.00,2013-01-08,other,604,220.24%,188xx,PA,< 1 year,0
9000.00,2013-01-08,debt_consolidation,708,32.18%,325xx,FL,< 1 year,0
14000.00,2013-01-08,major_purchase,563,12.77%,177xx,PA,< 1 year,0
5000.00,2013-01-08,credit_card,471,0%,112xx,NY,< 1 year,0
5000.00,2013-01-08,credit_card,612,12.53%,212xx,MD,< 1 year,0
5000.00,2013-01-08,small_business,674,0%,238xx,VA,< 1 year,0
4000.00,2013-01-08,other,703,24.83%,480xx,MI,10+ years,0
10000.00,2013-01-08,debt_consolidation,617,4.73%,028xx,RI,< 1 year,0
35000.00,2013-01-08,debt_consolidation,674,59.48%,294xx,SC,< 1 year,0
2500.00,2013-01-08,credit_card,649,17.51%,112xx,NY,< 1 year,0
1000.00,2013-01-08,wedding,556,23.02%,350xx,AL,< 1 year,0
5000.00,2013-01-08,Back to School & Moving,686,15.69%,104xx,NY,10+ years,0
5000.00,2013-01-08,debt_consolidation,614,18.36%,327xx,FL,< 1 year,0
10000.00,2013-01-08,debt_consolidation,583,8.52%,774xx,TX,< 1 year,0
2250.00,2013-01-08,other,782,3.64%,906xx,CA,< 1 year,0
4000.00,2013-01-08,debt_consolidation,473,1%,462xx,IN,< 1 year,0
10000.00,2013-01-08,debt_consolidation,540,33.56%,442xx,OH,< 1 year,0
15000.00,2013-01-08,credit_card,670,38.64%,125xx,NY,< 1 year,0
5000.00,2013-01-08,other,706,53.5%,640xx,MO,5 years,0
10000.00,2013-01-08,debt_consolidation,638,8.73%,925xx,CA,< 1 year,0
15000.00,2013-01-08,debt_consolidation,659,15.67%,100xx,NY,< 1 year,0
15000.00,2013-01-08,debt_consolidation,657,16.35%,464xx,IN,8 years,0
1000.00,2013-01-08,other,490,8%,770xx,TX,< 1 year,0
35000.00,2013-01-08,credit_card,647,15.47%,112xx,NY,< 1 year,0
2000.00,2013-01-08,other,495,1529.21%,293xx,SC,< 1 year,0
12500.00,2013-01-08,other,680,34.94%,023xx,MA,5 years,0
13000.00,2013-01-08,debt_consolidation,610,23.63%,170xx,PA,10+ years,0
35000.00,2013-01-08,debt_consolidation,680,40.2%,782xx,TX,< 1 year,0
1600.00,2013-01-08,wedding,606,34.76%,329xx,FL,< 1 year,0
30000.00,2013-01-08,other,688,5.43%,023xx,MA,< 1 year,0
35000.00,2013-01-08,debt_consolidation,668,61.09%,744xx,OK,< 1 year,0
32000.00,2013-01-08,major_purchase,657,6.61%,483xx,MI,< 1 year,0
12000.00,2013-01-08,debt_consolidation,685,27.51%,481xx,MI,< 1 year,0
10000.00,2013-01-08,credit_card,682,40.28%,065xx,CT,< 1 year,0
1500.00,2013-01-08,other,535,0%,145xx,NY,< 1 year,0
5000.00,2013-01-08,other,601,33.56%,300xx,GA,< 1 year,0
25000.00,2013-01-08,Debt consolidation,723,12.15%,770xx,TX,10+ years,0
35000.00,2013-01-08,debt_consolidation,711,23.07%,967xx,HI,< 1 year,0
30000.00,2013-01-08,debt_consolidation,668,21.9%,064xx,CT,3 years,0
5000.00,2013-01-08,debt_consolidation,483,0.27%,551xx,MN,< 1 year,0
3000.00,2013-01-08,debt_consolidation,645,15.78%,440xx,OH,< 1 year,0
12000.00,2013-01-08,debt_consolidation,650,4.1%,553xx,MN,< 1 year,0
3000.00,2013-01-08,major_purchase,543,33.45%,539xx,WI,< 1 year,0
5000.00,2013-01-08,debt_consolidation,648,15.19%,331xx,FL,< 1 year,0
25000.00,2013-01-08,debt_consolidation,613,20.57%,276xx,NC,< 1 year,0
35000.00,2013-01-08,debt_consolidation,679,35.04%,760xx,TX,< 1 year,0
5000.00,2013-01-08,home_improvement,542,16.77%,195xx,PA,< 1 year,0
